512 200 0.005 1.0 1e-6
200 7.000000 -20.098272 16.494225 -0.124415 -0.151600
201 8.000000 -21.470274 17.183636 -0.119156 -0.148881
202 9.000000 -22.862046 17.841716 -0.114246 -0.146392
203 10.000000 -15.916738 12.110221 -0.135396 -0.177955
204 11.000000 -17.268962 12.807535 -0.128472 -0.173224
205 12.000000 -18.640516 13.473351 -0.122147 -0.168992
206 13.000000 -20.030828 14.107301 -0.116331 -0.165177
207 14.000000 -21.439322 14.709027 -0.110949 -0.161715
208 15.000000 -22.865414 15.278181 -0.105943 -0.158555
209 5.000000 -24.308516 15.814425 -0.101264 -0.155654
210 6.000000 -16.897071 10.699952 -0.119629 -0.188915
211 7.000000 -18.304137 11.278678 -0.113136 -0.183608
212 8.000000 -19.727758 11.824363 -0.107198 -0.178849
213 9.000000 -21.167335 12.336690 -0.101730 -0.174549
214 10.000000 -22.622262 12.815353 -0.096665 -0.170638
215 11.000000 -24.091928 13.260054 -0.091949 -0.167060
216 12.000000 -25.575717 13.670505 -0.087536 -0.163769
217 13.000000 -17.752792 9.210774 -0.102980 -0.198482
218 14.000000 -19.204322 9.666644 -0.096966 -0.192638
219 15.000000 -20.669513 10.088173 -0.091458 -0.187387
220 5.000000 -22.147738 10.475100 -0.086379 -0.182633
221 6.000000 -23.638368 10.827169 -0.081669 -0.178303
222 7.000000 -25.140768 11.144136 -0.077276 -0.174333
223 8.000000 -26.654302 11.425769 -0.073162 -0.170675
224 9.000000 -18.477591 7.653669 -0.085571 -0.206586
225 10.000000 -19.962881 7.983320 -0.080080 -0.200247
226 11.000000 -21.458834 8.277586 -0.075043 -0.194542
227 12.000000 -22.964806 8.536258 -0.070391 -0.189371
228 13.000000 -24.480146 8.759136 -0.066070 -0.184652
229 14.000000 -26.004201 8.946033 -0.062034 -0.180320
230 15.000000 -27.536317 9.096770 -0.058249 -0.176323
231 5.000000 -19.066121 6.040119 -0.067531 -0.213166
232 6.000000 -20.574217 6.241121 -0.062604 -0.206379
233 7.000000 -22.089902 6.405953 -0.058075 -0.200264
234 8.000000 -23.612514 6.534463 -0.053884 -0.194712
235 9.000000 -25.141388 6.626507 -0.049983 -0.189640
236 10.000000 -26.675859 6.681955 -0.046335 -0.184978
237 11.000000 -28.215259 6.700685 -0.042906 -0.180670
238 12.000000 -19.514043 4.382025 -0.048993 -0.218174
239 13.000000 -21.033823 4.452895 -0.044667 -0.210989
240 14.000000 -22.558061 4.487077 -0.040679 -0.204508
241 15.000000 -24.086084 4.484477 -0.036980 -0.198617
242 5.000000 -25.617219 4.445009 -0.033528 -0.193229
243 6.000000 -27.150789 4.368599 -0.030293 -0.188271
244 7.000000 -28.686119 4.255184 -0.027247 -0.183685
245 8.000000 -19.818053 2.691614 -0.030093 -0.221573
246 9.000000 -21.338310 2.631830 -0.026400 -0.214044
247 10.000000 -22.859860 2.535111 -0.022983 -0.207244
248 11.000000 -24.382026 2.401420 -0.019802 -0.201058
249 12.000000 -25.904128 2.230730 -0.016826 -0.195393
250 13.000000 -27.425488 2.023025 -0.014028 -0.190176
251 14.000000 -28.945425 1.778301 -0.011387 -0.185346
252 15.000000 -19.975909 0.981353 -0.010972 -0.223337
253 5.000000 -21.485431 0.791355 -0.007938 -0.215519
254 6.000000 -22.993073 0.564448 -0.005117 -0.208452
255 7.000000 -24.498155 0.300653 -0.002479 -0.202015
256 8.000000 -26.000000 0.000000 0.000000 -0.196116
257 9.000000 -27.497929 -0.337467 0.002340 -0.190678
258 10.000000 -28.991266 -0.711696 0.004557 -0.185639
259 11.000000 -19.986448 -0.736144 0.008230 -0.223455
260 12.000000 -21.474102 -1.054955 0.010582 -0.215406
261 13.000000 -22.956717 -1.410377 0.012786 -0.208122
262 14.000000 -24.433616 -1.802332 0.014862 -0.201483
263 15.000000 -25.904128 -2.230730 0.016826 -0.195393
264 5.000000 -27.367580 -2.695471 0.018691 -0.189774
265 6.000000 -28.823302 -3.196444 0.020468 -0.184564
266 7.000000 -19.849591 -2.448214 0.027372 -0.221925
267 8.000000 -21.304407 -2.893485 0.029024 -0.213704
268 9.000000 -22.751060 -3.374801 0.030595 -0.206258
269 10.000000 -24.188885 -3.892025 0.032094 -0.199465
270 11.000000 -25.617219 -4.445009 0.033528 -0.193229
271 12.000000 -27.035401 -5.033597 0.034904 -0.187471
272 13.000000 -28.442773 -5.657619 0.036227 -0.182127
273 14.000000 -19.566347 -4.142228 0.046312 -0.218758
274 15.000000 -20.977596 -4.710677 0.047253 -0.210425
275 5.000000 -22.377619 -5.314336 0.048179 -0.202872
276 6.000000 -23.765766 -5.953014 0.049089 -0.195976
277 7.000000 -25.141388 -6.626507 0.049983 -0.189640
278 8.000000 -26.503842 -7.334601 0.050860 -0.183785
279 9.000000 -27.852485 -8.077071 0.051720 -0.178347
280 10.000000 -19.138807 -5.805694 0.064910 -0.213978
281 11.000000 -20.496080 -6.493128 0.065132 -0.205595
282 12.000000 -21.839148 -7.214680 0.065407 -0.197990
283 13.000000 -23.167379 -7.970102 0.065723 -0.191042
284 14.000000 -24.480146 -8.759136 0.066070 -0.184652
285 15.000000 -25.776823 -9.581514 0.066441 -0.178744
286 5.000000 -27.056791 -10.436956 0.066831 -0.173252
287 6.000000 -18.570122 -7.426344 0.083029 -0.207620
288 7.000000 -19.863410 -8.227694 0.082532 -0.199249
289 8.000000 -21.139619 -9.061817 0.082153 -0.191648
290 9.000000 -22.398139 -9.928412 0.081871 -0.184698
291 10.000000 -23.638368 -10.827169 0.081669 -0.178303
292 11.000000 -24.859706 -11.757765 0.081532 -0.172384
293 12.000000 -26.061560 -12.719871 0.081449 -0.166880
294 13.000000 -17.864486 -8.992227 0.100536 -0.199731
295 14.000000 -19.084252 -9.901582 0.099322 -0.191433
296 15.000000 -20.284189 -10.842125 0.098293 -0.183893
297 5.000000 -21.463717 -11.813502 0.097416 -0.176993
298 6.000000 -22.622262 -12.815353 0.096665 -0.170638
299 7.000000 -23.759254 -13.847306 0.096021 -0.164753
300 8.000000 -24.874130 -14.908980 0.095466 -0.159276
301 9.000000 -17.027104 -10.491794 0.117302 -0.190369
302 10.000000 -18.164352 -11.502449 0.115381 -0.182206
303 11.000000 -19.279168 -12.542475 0.113708 -0.174782
304 12.000000 -20.371006 -13.611471 0.112242 -0.167982
305 13.000000 -21.439322 -14.709027 0.110949 -0.161715
306 14.000000 -22.483582 -15.834725 0.109802 -0.155907
307 15.000000 -23.503259 -16.988138 0.108780 -0.150498
308 5.000000 -16.064151 -11.913986 0.133202 -0.179603
309 6.000000 -17.110493 -13.018487 0.130588 -0.171635
310 7.000000 -18.131968 -14.150327 0.128285 -0.164382
311 8.000000 -19.128062 -15.309057 0.126241 -0.157733
312 9.000000 -20.098272 -16.494225 0.124415 -0.151600
313 10.000000 -21.042100 -17.705367 0.122774 -0.145912
314 11.000000 -21.959057 -18.942012 0.121291 -0.140610
315 12.000000 -14.982728 -13.248316 0.148121 -0.167512
316 13.000000 -15.930449 -14.438518 0.144832 -0.159798
317 14.000000 -16.851048 -15.653823 0.141915 -0.152769
318 15.000000 -17.744054 -16.893743 0.139308 -0.146320
319 5.000000 -18.609001 -18.157782 0.136963 -0.140366
320 6.000000 -19.445436 -19.445436 0.134840 -0.134840
321 7.000000 -20.252911 -20.756194 0.132908 -0.129685
322 8.000000 -13.790811 -14.484942 0.161947 -0.154186
323 9.000000 -14.632921 -15.752067 0.158008 -0.146782
324 10.000000 -15.445856 -17.041876 0.154499 -0.140030
325 11.000000 -16.229187 -18.353842 0.151348 -0.133828
326 12.000000 -16.982494 -19.687430 0.148501 -0.128098
327 13.000000 -17.705367 -21.042100 0.145912 -0.122774
328 14.000000 -18.397405 -22.417303 0.143544 -0.117804
329 15.000000 -12.497190 -15.614745 0.174578 -0.139723
330 5.000000 -13.227479 -16.949448 0.170019 -0.132684
331 6.000000 -13.926754 -18.304249 0.165943 -0.126258
332 7.000000 -14.594633 -19.678585 0.162272 -0.120349
333 8.000000 -15.230744 -21.071887 0.158944 -0.114884
334 9.000000 -15.834725 -22.483582 0.155907 -0.109802
335 10.000000 -16.406223 -23.913090 0.153122 -0.105054
336 11.000000 -11.111405 -16.629392 0.185922 -0.124229
337 12.000000 -11.724487 -18.021831 0.180776 -0.117608
338 13.000000 -12.304945 -19.431632 0.176164 -0.111555
339 14.000000 -12.852447 -20.858202 0.172000 -0.105983
340 15.000000 -13.366671 -22.300944 0.168214 -0.100824
341 5.000000 -13.847306 -23.759254 0.164753 -0.096021
342 6.000000 -14.294048 -25.232523 0.161571 -0.091529
343 7.000000 -9.643675 -17.521402 0.195895 -0.107820
344 8.000000 -10.135030 -18.961307 0.190200 -0.101664
345 9.000000 -10.592390 -20.415711 0.185086 -0.096029
346 10.000000 -11.015478 -21.883995 0.180459 -0.090835
347 11.000000 -11.404022 -23.365536 0.176245 -0.086020
348 12.000000 -11.757765 -24.859706 0.172384 -0.081532
349 13.000000 -12.076457 -26.365872 0.168828 -0.077329
350 14.000000 -8.104826 -18.284195 0.204424 -0.090615
351 15.000000 -8.470829 -19.760948 0.198221 -0.084971
352 5.000000 -8.801719 -21.249229 0.192642 -0.079795
353 6.000000 -9.097271 -22.748399 0.187587 -0.075017
354 7.000000 -9.357271 -24.257813 0.182975 -0.070581
355 8.000000 -9.581514 -25.776823 0.178744 -0.066441
356 9.000000 -9.769806 -27.304778 0.174840 -0.062559
357 10.000000 -6.506206 -18.912147 0.211444 -0.072742
358 11.000000 -6.744157 -20.414856 0.204781 -0.067650
359 12.000000 -6.946137 -21.926039 0.198778 -0.062973
360 13.000000 -7.111975 -23.445038 0.193331 -0.058646
361 14.000000 -7.241512 -24.971194 0.188356 -0.054622
362 15.000000 -7.334601 -26.503842 0.183785 -0.050860
363 5.000000 -7.391104 -28.042318 0.179563 -0.047327
364 6.000000 -4.859604 -19.400625 0.216906 -0.054332
365 7.000000 -4.967749 -20.918209 0.209830 -0.049831
366 8.000000 -5.039329 -22.441149 0.203448 -0.045686
367 9.000000 -5.074229 -23.968776 0.197650 -0.041843
368 10.000000 -5.072348 -25.500417 0.192348 -0.038260
369 11.000000 -5.033597 -27.035401 0.187471 -0.034904
370 12.000000 -4.957895 -28.573052 0.182961 -0.031747
371 13.000000 -3.177163 -19.746028 0.220767 -0.035522
372 14.000000 -3.154705 -21.267295 0.213331 -0.031645
373 15.000000 -3.095356 -22.790761 0.206617 -0.028062
374 5.000000 -2.999062 -24.315749 0.200511 -0.024731
375 6.000000 -2.865777 -25.841581 0.194921 -0.021616
376 7.000000 -2.695471 -27.367580 0.189774 -0.018691
377 8.000000 -2.488122 -28.893066 0.185011 -0.015932
378 9.000000 -1.471291 -19.945809 0.223001 -0.016450
379 10.000000 -1.318396 -21.459539 0.215260 -0.013225
380 11.000000 -1.128557 -22.972295 0.208263 -0.010231
381 12.000000 -0.901777 -24.483398 0.201894 -0.007436
382 13.000000 -0.638072 -25.992169 0.196057 -0.004813
383 14.000000 -0.337467 -27.497929 0.190678 -0.002340
384 15.000000 0.000000 -29.000000 0.185695 0.000000
385 5.000000 0.245431 -19.998494 0.223590 0.002744
386 6.000000 0.527636 -21.493525 0.215601 0.005293
387 7.000000 0.846566 -22.984415 0.208373 0.007675
388 8.000000 1.202158 -24.470489 0.201787 0.009913
389 9.000000 1.594339 -25.951071 0.195747 0.012026
390 10.000000 2.023025 -27.425488 0.190176 0.014028
391 11.000000 2.488122 -28.893066 0.185011 0.015932
392 12.000000 1.960343 -19.903695 0.222530 0.021917
393 13.000000 2.369777 -21.369000 0.214351 0.023771
394 14.000000 2.815446 -22.827029 0.206946 0.025524
395 15.000000 3.297227 -24.277115 0.200193 0.027189
396 5.000000 3.814992 -25.718589 0.193993 0.028776
397 6.000000 4.368599 -27.150789 0.188271 0.030293
398 7.000000 4.957895 -28.573052 0.182961 0.031747
399 8.000000 3.660798 -19.662110 0.219829 0.040929
400 9.000000 4.194442 -21.086884 0.211522 0.042074
401 10.000000 4.763562 -22.501300 0.203993 0.043186
402 11.000000 5.367980 -23.904702 0.197122 0.044265
403 12.000000 6.007511 -25.296439 0.190809 0.045314
404 13.000000 6.681955 -26.675859 0.184978 0.046335
405 14.000000 7.391104 -28.042318 0.179563 0.047327
406 15.000000 5.334255 -19.275521 0.215507 0.059639
407 5.000000 5.988173 -20.649256 0.207132 0.060067
408 6.000000 6.676548 -22.009628 0.199536 0.060529
409 7.000000 7.399146 -23.355998 0.192597 0.061014
410 8.000000 8.155725 -24.687733 0.186218 0.061518
411 9.000000 8.946033 -26.004201 0.180320 0.062034
412 10.000000 9.769806 -27.304778 0.174840 0.062559
413 11.000000 6.968374 -18.746780 0.209595 0.077909
414 12.000000 7.737743 -20.059345 0.201214 0.077617
415 13.000000 8.540295 -21.355640 0.193607 0.077425
416 14.000000 9.375744 -22.635049 0.186652 0.077314
417 15.000000 10.243793 -23.896960 0.180253 0.077268
418 5.000000 11.144136 -25.140768 0.174333 0.077276
419 6.000000 12.076457 -26.365872 0.168828 0.077329
420 7.000000 8.551102 -18.079786 0.202138 0.095604
421 8.000000 9.430249 -19.321501 0.193813 0.094594
422 9.000000 10.341061 -20.544159 0.186250 0.093750
423 10.000000 11.283198 -21.747171 0.179330 0.093043
424 11.000000 12.256315 -22.929953 0.172959 0.092449
425 12.000000 13.260054 -24.091928 0.167060 0.091949
426 13.000000 14.294048 -25.232523 0.161571 0.091529
427 14.000000 10.070768 -17.279457 0.193190 0.112595
428 15.000000 11.053209 -18.441165 0.184983 0.110874
429 5.000000 12.065563 -19.581169 0.177520 0.109385
430 6.000000 13.107442 -20.698912 0.170686 0.108086
431 7.000000 14.178450 -21.793842 0.164389 0.106947
432 8.000000 15.278181 -22.865414 0.158555 0.105943
433 9.000000 16.406223 -23.913090 0.153122 0.105054
434 10.000000 11.516164 -16.351696 0.182818 0.128755
435 11.000000 12.594654 -17.424830 0.174788 0.126336
436 12.000000 13.701084 -18.473773 0.167480 0.124212
437 13.000000 14.835021 -19.498004 0.160783 0.122332
438 14.000000 15.996021 -20.497007 0.154607 0.120657
439 15.000000 17.183636 -21.470274 0.148881 0.119156
440 5.000000 18.397405 -22.417303 0.143544 0.117804
441 6.000000 12.876631 -15.303345 0.171097 0.143965
442 7.000000 14.043216 -16.279990 0.163304 0.140867
443 8.000000 15.235563 -17.230137 0.156206 0.138123
444 9.000000 16.453194 -18.153303 0.149695 0.135675
445 10.000000 17.695626 -19.049011 0.143685 0.133477
446 11.000000 18.962365 -19.916795 0.138108 0.131490
447 12.000000 20.252911 -20.756194 0.132908 0.129685
448 13.000000 14.142136 -14.142136 0.158114 0.158114
449 14.000000 15.388213 -15.015089 0.150616 0.154358
450 15.000000 16.657683 -15.859433 0.143779 0.151016
451 5.000000 17.950030 -16.674724 0.137502 0.148019
452 6.000000 19.264729 -17.460533 0.131704 0.145312
453 7.000000 20.601251 -18.216434 0.126318 0.142855
454 8.000000 21.959057 -18.942012 0.121291 0.140610
455 9.000000 15.303345 -12.876631 0.143965 0.171097
456 10.000000 16.619725 -13.639456 0.136817 0.166712
457 11.000000 17.956956 -14.371768 0.130292 0.162795
458 12.000000 19.314487 -15.073174 0.124296 0.159270
459 13.000000 20.691760 -15.743287 0.118750 0.156076
460 14.000000 22.088207 -16.381731 0.113595 0.153166
461 15.000000 23.503259 -16.988138 0.108780 0.150498
462 5.000000 16.351696 -11.516164 0.128755 0.182818
463 6.000000 17.728670 -12.163234 0.122009 0.177836
464 7.000000 19.123801 -12.778115 0.115844 0.173373
465 8.000000 20.536505 -13.360462 0.110172 0.169347
466 9.000000 21.966193 -13.909938 0.104922 0.165689
467 10.000000 23.412268 -14.426216 0.100035 0.162347
468 11.000000 24.874130 -14.908980 0.095466 0.159276
469 12.000000 17.279457 -10.070768 0.112595 0.193190
470 13.000000 18.706870 -10.597311 0.106301 0.187648
471 14.000000 20.149612 -11.090227 0.100542 0.182673
472 15.000000 21.607071 -11.549220 0.095237 0.178175
473 5.000000 23.078630 -11.974006 0.090319 0.174080
474 6.000000 24.563668 -12.364312 0.085738 0.170331
475 7.000000 26.061560 -12.719871 0.081449 0.166880
476 8.000000 18.079786 -8.551102 0.095604 0.202138
477 9.000000 19.547112 -8.953236 0.089810 0.196076
478 10.000000 21.026824 -9.320550 0.084499 0.190626
479 11.000000 22.518289 -9.652805 0.079598 0.185689
